customer_id,gender,is_senior,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movie,subscription_plan,paperless_billing,payment_method,monthly_revenue,lifetime_value,is_churned,customer_segment,tenure_bucket,is_active_customer
9297-EONCV,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),54.9,6697.2,0,Medium Value,Loyal,1
7593-JNWRU,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.95,260.8,1,Medium Value,New,0
4588-YBNIB,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.95,19.6,1,Medium Value,New,0
1069-QJOEE,Male,0,Yes,Yes,25,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,54.95,505.45,0,Medium Value,Loyal,1
3336-JORSO,Female,1,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,54.95,3655.45,1,Medium Value,Loyal,0
7799-DSEWS,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55,1299.8,0,Medium Value,Established,1
8766-PAFNE,Male,0,Yes,No,71,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),55,5564.85,0,Medium Value,Loyal,1
5315-CKEQK,Male,1,Yes,Yes,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,55,1381.8,0,Medium Value,Loyal,1
3130-ICDUP,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),55,188.1,0,Medium Value,New,1
0820-FNRNX,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,55,1077.05,0,Medium Value,Established,1
0880-FVFWF,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55,4922.4,0,Medium Value,Loyal,1
4611-ANLQC,Female,0,Yes,No,60,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Electronic check,55,2911.5,0,Medium Value,Loyal,1
4213-HKBJO,Female,0,No,No,33,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),55,826.1,0,Medium Value,Loyal,1
2792-LSHWX,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,55,83.4,0,Medium Value,New,1
5028-GZLDO,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55,140.7,1,Medium Value,New,0
0014-BMAQU,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),55,5377.8,0,Medium Value,Loyal,1
6861-XWTWQ,Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55,665.45,1,Medium Value,Early,0
9018-PCIOK,Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,55.05,3617.1,0,Medium Value,Loyal,1
4837-QUSFT,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),55.05,6643.5,0,Medium Value,Loyal,1
6877-TJMBR,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.05,84.8,1,Medium Value,New,0
9953-ZMKSM,Male,0,No,No,63,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,55.05,1559.3,0,Medium Value,Loyal,1
0907-HQNTS,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),55.1,7987.6,0,Medium Value,Loyal,1
7665-NKLAV,Female,0,Yes,Yes,36,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),55.1,1547.35,0,Medium Value,Loyal,1
6769-DCQLI,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),55.1,5426.85,1,Medium Value,Loyal,0
2433-KMEAS,Male,0,No,No,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.1,1127.35,1,Medium Value,Established,0
4391-LNRXK,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.15,2142.8,0,Medium Value,Established,1
8250-ZNGGW,Female,1,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.15,287.85,0,Medium Value,New,1
2195-ZRVAX,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.15,4045.65,1,Medium Value,Loyal,0
3550-SAHFP,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.15,2757.85,1,Medium Value,Loyal,0
2011-TRQYE,Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.15,600,1,Medium Value,Established,0
8562-GHPPI,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.15,19.8,0,Medium Value,New,1
5893-PYOLZ,Male,0,No,No,56,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),55.15,4534.45,0,Medium Value,Loyal,1
4986-MXSFP,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.2,40.9,0,Medium Value,New,1
6131-FOYAS,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.2,2094.9,0,Medium Value,Loyal,1
3027-YNWZU,Female,0,Yes,No,64,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),55.2,1584.8,0,Medium Value,Loyal,1
5609-IMCGG,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.2,1302.65,0,Medium Value,Established,1
4873-ILOLJ,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.2,2238.5,1,Medium Value,Established,0
4727-MCYZG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.25,55.55,0,Medium Value,New,1
9481-WHGWY,Female,0,Yes,Yes,70,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),55.25,5437.75,0,Medium Value,Loyal,1
2725-KXXWT,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.25,90.75,1,Medium Value,New,0
9565-DJPIB,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,55.25,365.65,1,Medium Value,New,0
4328-VUFWD,Female,0,No,No,39,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,55.25,2209.15,0,Medium Value,Loyal,1
3301-LSLWQ,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.25,1912.15,0,Medium Value,Loyal,1
7473-ZBDSN,Female,0,Yes,Yes,14,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,55.3,255.55,0,Medium Value,Established,1
3166-PNEOF,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),55.3,5175.3,0,Medium Value,Loyal,1
5639-NTUPK,Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.3,670.65,0,Medium Value,Established,1
8780-YRMTT,Female,0,No,No,66,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,55.3,3177.25,0,Medium Value,Loyal,1
8348-HFYIV,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,90.35,1,Medium Value,New,0
5140-FOMCQ,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),55.3,6557.75,0,Medium Value,Loyal,1
6242-SGYTS,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),55.3,5791.85,0,Medium Value,Loyal,1
8166-ORCHU,Male,1,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,55.3,3055.5,0,Medium Value,Loyal,1
8414-OOEEL,Male,0,No,Yes,66,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),55.3,5196.1,0,Medium Value,Loyal,1
8454-AATJP,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),55.3,8405,0,Medium Value,Loyal,1
6849-WLEYG,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.3,19.75,1,Medium Value,New,0
4659-NZRUF,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.35,1789.25,1,Medium Value,Established,0
4531-AUZNK,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,55.35,5000.05,0,Medium Value,Loyal,1
4191-XOVOM,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,55.35,6713.2,0,Medium Value,Loyal,1
2150-OEGBV,Male,0,No,No,27,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),55.35,562.6,0,Medium Value,Loyal,1
8429-XIBUM,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.35,2317.1,1,Medium Value,Established,0
1855-CFULU,Female,1,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.4,91.45,0,Medium Value,New,1
4878-BUNFV,Male,0,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,55.45,828.85,0,Medium Value,Loyal,1
1872-EBWSC,Female,0,No,No,29,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,55.45,617.35,0,Medium Value,Loyal,1
2608-BHKFN,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.45,266.9,1,Medium Value,New,0
7026-YMSBE,Male,0,No,No,30,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,55.45,625.05,0,Medium Value,Loyal,1
7341-LXCAF,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.45,301.4,1,Medium Value,New,0
6997-UVGOX,Male,0,Yes,Yes,71,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.5,6029.9,0,Medium Value,Loyal,1
9674-EHPPG,Male,0,Yes,No,46,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),55.5,1842.7,0,Medium Value,Loyal,1
9462-MJUAW,Male,0,No,No,4,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,55.5,206.6,1,Medium Value,New,0
8128-YVJRG,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,55.5,604.7,1,Medium Value,Early,0
5440-VHLUL,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),55.5,7386.05,0,Medium Value,Loyal,1
5781-BKHOP,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),55.55,7334.05,0,Medium Value,Loyal,1
4283-FUTGF,Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.55,1471.75,1,Medium Value,Established,0
5213-TWWJU,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.55,2626.15,0,Medium Value,Loyal,1
1569-TTNYJ,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.55,412.1,1,Medium Value,New,0
8628-MFKAX,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),55.6,8277.05,0,Medium Value,Loyal,1
2397-BRLOM,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.6,583.45,1,Medium Value,Early,0
7629-WIXZF,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,55.65,369.25,0,Medium Value,Early,1
5445-GLVOT,Female,0,No,No,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.65,1049.05,0,Medium Value,Established,1
3976-HXHCE,Male,0,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.65,1414.8,0,Medium Value,Loyal,1
2466-NEJOJ,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.65,169.75,0,Medium Value,Early,1
0254-KCJGT,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),55.65,4354.45,0,Medium Value,Loyal,1
5472-CVMDX,Female,0,No,No,68,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Mailed check,55.7,2719.2,0,Medium Value,Loyal,1
6461-SZMCV,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),55.7,6365.35,0,Medium Value,Loyal,1
8150-QUDFX,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.7,51.6,0,Medium Value,New,1
9508-ILZDG,Female,1,No,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.7,3190.25,0,Medium Value,Loyal,1
2346-DJQTB,Female,0,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.7,812.5,0,Medium Value,Loyal,1
1697-LYYYX,Female,0,Yes,Yes,61,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),55.7,1143.8,0,Medium Value,Loyal,1
1942-OQFRW,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.7,44,0,Medium Value,New,1
4749-VFKVB,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,55.7,50.1,1,Medium Value,New,0
9640-ZSLDC,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),55.7,3297,0,Medium Value,Loyal,1
4231-LZUYM,Female,0,Yes,No,72,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),55.75,1887,0,Medium Value,Loyal,1
7598-UAASY,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.75,151.8,1,Medium Value,New,0
7938-OUHIO,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.8,293.65,1,Medium Value,New,0
8510-AWCXC,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.8,1308.1,1,Medium Value,Established,0
6128-AQBMT,Male,1,Yes,No,41,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.8,2215.4,0,Medium Value,Loyal,1
3594-BDSOA,Female,0,Yes,No,24,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),55.8,482.8,0,Medium Value,Established,1
0431-APWVY,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),55.8,2598.95,1,Medium Value,Loyal,0
5133-VRSAB,Male,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.8,216.45,0,Medium Value,Early,1
5996-DAOQL,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.8,20.45,0,Medium Value,New,1
6838-YAUVY,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.8,5064.85,0,Medium Value,Loyal,1
0484-JPBRU,Male,0,No,No,41,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.8,996.45,0,Medium Value,Loyal,1
7883-ROJOC,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.85,839.65,0,Medium Value,Established,1
0244-LGNFY,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),55.85,6733,0,Medium Value,Loyal,1
7274-CGTOD,Male,0,No,No,62,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),55.9,2618.3,0,Medium Value,Loyal,1
4295-YURET,Female,1,Yes,Yes,56,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),55.9,4084.35,0,Medium Value,Loyal,1
3426-NIYYL,Male,0,No,No,15,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,55.9,765.5,1,Medium Value,Established,0
8225-BTJAU,Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.9,793.55,1,Medium Value,Early,0
4635-EJYPD,Male,0,Yes,Yes,32,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,55.9,613.95,0,Medium Value,Loyal,1
1866-ZSLJM,Male,0,No,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.95,402.85,0,Medium Value,Established,1
4636-TVXVG,Male,0,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),55.95,1244.8,0,Medium Value,Loyal,1
4236-UJPWO,Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.95,46.4,0,Medium Value,New,1
9392-XBGTD,Male,0,No,Yes,27,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,56,581.85,0,Medium Value,Loyal,1
3387-VATUS,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.05,462.8,1,Medium Value,New,0
6402-SSEJG,Female,0,No,No,25,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Electronic check,56.05,1540.2,0,Medium Value,Loyal,1
1143-NMNQJ,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,56.05,169.8,1,Medium Value,New,0
1169-SAOCL,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),56.1,5168.1,0,Medium Value,Loyal,1
1110-KYLGQ,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),56.1,6780.1,0,Medium Value,Loyal,1
9929-PLVPA,Female,0,No,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),56.1,94.5,0,Medium Value,New,1
3518-PZXZQ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.15,55.3,0,Medium Value,New,1
2371-JUNGC,Male,0,No,No,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,56.15,208,0,Medium Value,Early,1
7693-QPEFS,Male,1,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.15,3829.75,0,Medium Value,Loyal,1
0924-BJCRC,Female,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,56.15,5294.6,0,Medium Value,Loyal,1
5074-FBGHB,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),56.15,6889.8,0,Medium Value,Loyal,1
2351-BKRZW,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),56.15,3254.35,0,Medium Value,Loyal,1
4455-BFSPD,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),56.15,6383.9,0,Medium Value,Loyal,1
0415-MOSGF,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,56.2,44.4,1,Medium Value,New,0
1724-BQUHA,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.2,477.7,1,Medium Value,New,0
3948-KXDUF,Male,0,No,No,66,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),56.25,4447.55,0,Medium Value,Loyal,1
2323-ARSVR,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,56.25,7321.05,0,Medium Value,Loyal,1
0815-MFZGM,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),56.25,4135,0,Medium Value,Loyal,1
4826-XTSOH,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,56.25,86.05,1,Medium Value,New,0
5480-XTFFL,Female,0,Yes,Yes,31,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,56.25,697.7,0,Medium Value,Loyal,1
8295-FHIVV,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.25,168.65,0,Medium Value,Early,1
2495-INZWQ,Male,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.25,174.3,1,Medium Value,New,0
9086-YJYXS,Male,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),56.3,2753.8,0,Medium Value,Loyal,1
1179-INLAT,Male,0,No,No,3,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,56.3,69.25,0,Medium Value,New,1
7909-FIOIY,Female,0,Yes,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.3,434.8,0,Medium Value,Established,1
4139-SUGLD,Male,0,Yes,Yes,31,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.3,1077.5,1,Medium Value,Loyal,0
6857-VWJDT,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,56.35,95.65,1,Medium Value,New,0
6351-SCJKT,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,56.35,107.25,0,Medium Value,New,1
5468-BPMMO,Male,0,Yes,No,46,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,56.4,851.2,0,Medium Value,Loyal,1
5624-BQSSA,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,56.4,20.95,1,Medium Value,New,0
0197-PNKNK,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),56.4,5848.6,0,Medium Value,Loyal,1
2439-QKJUL,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,56.45,109.8,0,Medium Value,New,1
1194-SPVSP,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.5,19.65,0,Medium Value,New,1
9534-NSXEM,Male,0,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),56.55,595.5,0,Medium Value,Loyal,1
2408-WITXK,Female,1,No,No,10,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.55,329.8,1,Medium Value,Early,0
8929-KSWIH,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),56.6,2513.5,0,Medium Value,Loyal,1
2250-IVBWA,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,56.6,5135.35,0,Medium Value,Loyal,1
1810-MVMAI,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,56.65,2000.2,0,Medium Value,Loyal,1
9506-UXUSK,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.7,931.75,0,Medium Value,Established,1
1229-RCALF,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,56.7,7396.15,0,Medium Value,Loyal,1
3572-UOLYZ,Female,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.75,3958.85,0,Medium Value,Loyal,1
1429-UYJSV,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,56.75,260.9,0,Medium Value,Early,1
5577-OTWWW,Female,0,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.75,297.3,1,Medium Value,Established,0
6100-QQHEB,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,56.75,1515.1,1,Medium Value,Established,0
6366-XIVKZ,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.8,816.8,0,Medium Value,Established,1
3470-OBUET,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),56.8,4868.4,0,Medium Value,Loyal,1
2770-NSVDG,Male,0,Yes,No,24,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,56.85,688,0,Medium Value,Established,1
9375-MHRRS,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,56.9,288.35,0,Medium Value,New,1
2634-HCZGT,Male,1,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,56.95,3229.65,1,Medium Value,Loyal,0
